RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4310,15608155,Smith,522,Spain,Male,76,10,210324.26,2,0,1,164325.2,1
4311,15669119,Brown,579,Germany,Male,82,8,246902.64,3,1,0,186344.77,0
4312,15681051,Davis,547,Spain,Female,55,4,84940.17,4,0,0,76436.08,0
4313,15636777,Garcia,840,France,Male,55,4,14754.52,3,0,0,43811.55,1
4314,15619710,Smith,592,France,Female,38,8,118970.95,4,1,1,120607.19,0
4315,15624532,Smith,392,Germany,Male,40,5,119936.49,4,0,1,180197.58,0
4316,15618601,Williams,679,Germany,Female,63,2,9132.55,3,1,0,57211.2,0
4317,15663227,Martinez,628,France,Female,86,4,143765.36,1,1,1,104894.98,0
4318,15604967,Davis,428,France,Male,47,0,65204.76,3,1,1,102333.72,0
4319,15684289,Davis,778,France,Female,57,8,29781.35,2,0,0,186147.62,1
4320,15620022,Williams,628,Germany,Male,87,9,151222.81,2,0,0,96774.5,0
4321,15643463,Miller,581,France,Male,86,9,70586.48,3,0,0,111888.98,0
4322,15674671,Williams,450,France,Male,59,10,140393.41,1,0,0,36268.2,0
4323,15605722,Brown,511,France,Male,35,6,3802.51,4,0,1,97064.81,0
4324,15627413,Rodriguez,493,France,Male,76,0,91554.81,4,1,1,74940.88,0
4325,15692772,Brown,796,France,Male,30,10,216355.78,2,0,1,52115.64,0
4326,15681050,Williams,458,Spain,Male,38,10,162529.28,1,0,1,106647.93,0
4327,15685867,Jones,784,France,Male,85,3,216877.54,4,1,0,156468.65,0
4328,15683596,Miller,582,Spain,Male,78,1,185118.62,4,1,1,43572.85,0
4329,15666732,Jones,460,France,Male,55,2,179928.86,2,1,1,36898.32,1
4330,15612297,Brown,765,France,Female,57,3,217505.79,1,0,1,33615.93,0
4331,15668323,Davis,771,France,Male,44,1,4885.78,4,0,1,154988.03,0
4332,15623816,Brown,581,Germany,Male,75,9,104999.58,1,0,0,159735.02,0
4333,15640695,Johnson,789,Germany,Female,83,0,240103.51,1,1,0,178856.31,0
4334,15619702,Martinez,587,France,Female,60,10,44290.43,2,1,0,193184.96,0
4335,15625242,Garcia,546,France,Female,37,3,163431.84,4,0,0,81707.88,1
4336,15655841,Johnson,622,Spain,Female,52,8,197548.3,2,0,1,74683.85,1
4337,15667712,Williams,435,Spain,Male,72,10,233401.13,3,1,0,198380.95,1
4338,15685663,Smith,644,France,Male,91,10,217949.37,4,0,1,37007.03,0
4339,15692764,Jones,390,Germany,Male,89,8,169145.31,1,1,1,17926.55,0
4340,15653574,Rodriguez,397,France,Female,57,8,177790.09,1,0,0,83180.15,1
4341,15685744,Johnson,815,France,Female,63,2,85759.07,4,1,1,26729.67,1
4342,15628482,Miller,761,France,Male,59,0,55983.9,2,1,0,82817.0,0
4343,15609171,Jones,426,France,Female,35,0,239655.7,1,0,0,88202.43,0
4344,15698932,Johnson,527,Spain,Male,32,2,243891.5,4,0,0,131359.8,0
4345,15603696,Davis,839,France,Female,83,9,106150.67,1,1,1,151387.13,0
4346,15620058,Garcia,606,Germany,Female,30,7,102706.13,2,0,1,133081.65,1
4347,15620313,Brown,466,Spain,Male,74,3,112929.46,4,1,0,144365.85,0
4348,15619149,Brown,783,France,Male,26,10,115353.47,2,0,1,80107.59,1
4349,15653521,Johnson,368,France,Male,83,7,210541.63,2,0,1,96740.21,0
4350,15645740,Williams,831,Spain,Female,33,6,107673.62,4,1,1,145732.65,1
4351,15604956,Miller,408,France,Female,19,7,220587.84,2,0,1,38007.46,0
4352,15675731,Williams,545,France,Male,33,1,173796.18,2,0,1,145288.87,0
4353,15682612,Jones,456,France,Male,89,7,241347.84,2,1,1,190794.87,0
4354,15666641,Martinez,800,France,Male,18,8,168640.09,1,0,0,43377.76,0
4355,15663811,Garcia,774,Spain,Female,43,9,103044.09,2,0,0,84942.41,0
4356,15652160,Garcia,743,Germany,Female,61,10,229494.88,3,1,1,120460.26,0
4357,15651313,Brown,633,France,Male,22,5,57448.6,1,1,0,146448.83,1
4358,15663232,Garcia,383,Germany,Male,38,2,241238.88,3,1,0,57884.84,0
4359,15615417,Williams,644,Spain,Male,52,6,10857.25,2,0,0,121068.35,0
4360,15624729,Miller,844,France,Female,71,8,160235.15,2,1,1,187660.36,0
4361,15630099,Miller,600,France,Female,67,7,4562.41,1,1,1,77915.95,0
4362,15698134,Brown,475,Spain,Male,61,7,50993.44,2,1,0,118120.21,0
4363,15629961,Johnson,688,Spain,Female,21,10,115993.81,1,0,1,128576.08,0
4364,15612602,Miller,455,France,Male,59,6,39568.26,4,0,0,178586.69,0
4365,15609256,Williams,789,France,Male,58,4,247205.96,1,0,1,69081.1,0
4366,15686120,Smith,529,France,Male,53,1,193253.12,2,0,1,175861.09,0
4367,15634681,Johnson,459,France,Female,41,4,212713.64,1,1,0,137959.11,0
4368,15691328,Martinez,577,Germany,Male,22,4,244767.61,1,1,0,146218.09,0
4369,15687440,Rodriguez,470,France,Male,74,1,168692.18,1,1,0,22598.07,1
4370,15664789,Davis,456,France,Female,84,10,66649.55,2,0,1,77742.98,0
4371,15643361,Garcia,480,France,Male,28,9,189238.41,1,1,1,32419.58,0
4372,15664503,Garcia,372,Spain,Male,62,0,146077.78,3,0,0,116697.63,0
4373,15634540,Smith,494,France,Male,39,4,66874.76,4,1,0,169149.53,0
4374,15626536,Johnson,676,France,Male,28,5,91821.11,4,0,0,87897.5,0
4375,15684700,Brown,503,Spain,Female,55,6,151966.98,4,0,0,52864.77,0
4376,15663043,Williams,456,Germany,Female,76,10,98863.61,1,1,0,67875.58,0
4377,15678532,Smith,495,France,Male,21,1,58782.99,1,1,0,118905.79,1
4378,15656575,Davis,601,France,Female,84,5,107480.8,4,0,0,155831.3,0
4379,15602871,Miller,843,France,Female,27,7,58400.22,4,0,1,141073.44,0
4380,15646002,Brown,651,Germany,Female,36,5,218777.65,2,1,1,189012.39,0
4381,15649812,Rodriguez,419,France,Female,45,2,173518.42,1,1,1,177935.74,0
4382,15622626,Brown,380,France,Female,34,2,94134.38,2,0,1,29933.28,0
4383,15659979,Smith,442,France,Female,41,10,236360.24,1,1,1,143701.17,1
4384,15676057,Martinez,486,France,Female,18,6,97237.11,4,0,1,84794.23,0
4385,15666668,Smith,723,Germany,Female,22,1,143617.3,3,0,1,73867.33,1
4386,15699003,Smith,512,France,Male,49,2,127968.03,2,1,1,100417.36,0
4387,15680070,Smith,430,France,Male,70,6,30479.13,3,1,1,155590.69,0
4388,15689390,Brown,665,Spain,Male,74,8,105948.0,1,1,1,89189.61,0
4389,15642998,Smith,425,Germany,Male,60,0,19386.4,3,1,1,166004.99,1
4390,15663814,Johnson,412,France,Male,56,4,42637.83,4,0,1,99667.61,1
4391,15645607,Brown,449,Germany,Male,51,1,196882.07,1,0,0,21471.91,1
4392,15607812,Miller,785,France,Male,22,4,75665.48,4,1,0,129766.02,0
4393,15661844,Johnson,397,Germany,Male,35,5,22238.97,1,1,0,158348.01,0
4394,15670093,Davis,794,Germany,Female,21,7,179739.67,1,0,0,70036.63,0
4395,15602179,Miller,757,Germany,Male,87,6,200599.13,1,0,0,52207.02,0
4396,15643798,Rodriguez,423,Germany,Male,28,4,144519.35,4,0,0,131633.86,0
4397,15674601,Garcia,663,France,Female,64,10,228902.91,1,1,1,77001.97,0
4398,15608275,Brown,541,Germany,Female,48,4,212360.66,1,0,1,182100.12,0
4399,15650574,Garcia,379,France,Male,30,1,138178.22,2,0,0,155695.28,0
4400,15647857,Brown,506,France,Male,40,5,184252.6,4,1,0,97626.65,0
4401,15620700,Miller,836,Spain,Male,82,2,82310.46,1,0,0,195357.59,0
4402,15639464,Rodriguez,615,Germany,Female,85,5,159071.24,1,1,0,75455.91,0
4403,15642351,Williams,605,Spain,Male,47,2,244232.05,1,1,0,94478.1,0
4404,15693330,Williams,388,France,Female,48,1,199968.1,3,0,1,133297.98,0
4405,15694319,Johnson,404,France,Male,64,7,93634.17,3,1,0,107286.15,0
4406,15682534,Smith,377,France,Female,33,3,233091.48,2,0,0,75433.61,0
4407,15613869,Smith,751,Germany,Female,60,4,206284.14,3,1,1,89380.08,0
4408,15660315,Williams,774,France,Female,20,8,9305.33,2,0,0,174099.28,0
4409,15693688,Miller,467,France,Male,29,3,186501.25,1,0,0,47659.78,0
4410,15620954,Rodriguez,719,France,Male,28,0,244099.82,4,0,0,70348.07,0
4411,15631555,Johnson,558,Germany,Female,33,10,79426.64,1,0,1,47718.63,0
4412,15663353,Miller,424,France,Female,46,5,68834.1,4,0,0,107319.79,0
4413,15682190,Smith,414,Spain,Female,38,10,160016.75,2,1,0,40570.33,0
4414,15645026,Johnson,686,France,Male,75,10,27530.5,4,0,1,42516.06,0
4415,15646976,Garcia,705,France,Female,60,4,168743.98,2,1,1,168515.71,0
4416,15680578,Jones,449,France,Male,22,9,56644.89,2,1,0,143575.24,0
4417,15691502,Davis,395,Spain,Male,69,2,112882.77,4,1,1,45815.86,0
4418,15645095,Johnson,665,France,Female,30,10,222992.55,1,0,1,83466.54,0
4419,15614270,Smith,742,France,Female,29,10,199196.81,3,0,1,184208.43,0
4420,15630908,Miller,778,Spain,Male,18,4,26998.0,1,1,1,175321.07,0
4421,15615523,Garcia,793,France,Male,25,7,190346.1,2,0,1,134353.48,0
4422,15662433,Davis,505,Germany,Male,33,0,102927.71,1,0,0,63956.85,0
4423,15647068,Davis,589,France,Female,32,3,248610.42,1,0,0,80924.72,0
4424,15619991,Johnson,702,France,Male,36,2,74934.03,1,1,0,134117.58,0
4425,15610775,Davis,608,France,Male,42,3,117649.79,3,1,1,116489.78,1
4426,15677801,Garcia,784,France,Female,48,1,85294.45,4,0,0,116519.19,0
4427,15684995,Rodriguez,485,Spain,Male,19,1,146548.17,3,0,0,90440.48,0
4428,15661250,Miller,719,Spain,Female,76,1,66468.93,1,1,0,27143.82,1
4429,15616673,Johnson,547,Germany,Female,48,2,228161.71,4,0,0,33094.04,0
4430,15627056,Davis,536,Spain,Female,85,8,154247.28,1,1,1,168711.07,0
4431,15606614,Rodriguez,465,France,Female,85,4,235677.46,2,0,0,177983.56,0
4432,15607415,Miller,794,France,Female,29,3,170129.45,1,1,0,179802.8,0
4433,15688691,Brown,407,Germany,Female,34,3,46458.64,4,1,0,100171.15,1
4434,15643884,Rodriguez,419,Germany,Female,46,2,3854.9,3,0,0,187747.68,0
4435,15616964,Brown,442,France,Female,53,8,101894.33,3,1,0,169166.35,0
4436,15637726,Brown,578,Germany,Female,80,10,248377.63,1,1,1,82990.47,1
4437,15637044,Rodriguez,745,France,Male,32,9,219231.95,3,1,1,52372.84,1
4438,15657149,Davis,486,Germany,Female,47,0,211700.36,4,0,0,148427.4,1
4439,15637544,Brown,454,Spain,Male,68,5,142171.05,3,0,1,147807.78,0
4440,15649976,Davis,654,Germany,Male,28,3,23709.85,3,0,0,179134.01,0
4441,15632252,Davis,688,France,Female,74,7,3793.77,1,1,0,19588.75,1
4442,15603832,Miller,366,Germany,Female,30,6,209655.69,4,0,1,76988.14,0
4443,15690811,Martinez,403,Germany,Female,72,2,44348.15,4,1,0,16624.72,1
4444,15680437,Garcia,461,France,Male,80,4,19174.26,2,0,0,49969.99,0
4445,15634148,Davis,521,France,Female,19,10,177438.98,3,0,0,85925.14,0
4446,15661240,Miller,765,Spain,Male,89,10,293.58,4,1,1,33383.31,0
4447,15688454,Jones,768,France,Male,73,3,185204.4,2,0,0,166234.38,0
4448,15685076,Brown,811,France,Male,24,3,48082.93,1,1,0,48547.47,0
4449,15677116,Johnson,654,France,Female,60,9,80348.61,2,0,0,88154.25,0
4450,15653459,Davis,787,Germany,Female,48,7,42924.44,2,1,0,162319.13,0
4451,15638402,Rodriguez,493,Spain,Male,78,8,194287.02,4,0,0,32177.89,1
4452,15657727,Brown,434,Germany,Male,39,10,121193.18,2,0,0,127727.85,1
4453,15638578,Brown,361,France,Male,79,3,41457.46,1,1,0,188697.49,0
4454,15690453,Jones,601,Germany,Male,45,1,9632.82,4,0,0,96314.68,1
4455,15622318,Johnson,565,Germany,Female,42,0,246677.39,4,1,0,55624.65,0
4456,15675715,Miller,475,Germany,Female,82,9,178591.85,4,0,1,189208.17,0
4457,15677787,Jones,447,France,Male,49,3,169988.12,4,0,0,20295.1,0
4458,15685029,Garcia,741,Germany,Male,65,7,125702.23,1,0,0,69203.54,0
4459,15620466,Brown,841,France,Male,41,4,108746.54,1,1,1,165293.72,0
4460,15695742,Davis,754,France,Female,59,1,198991.14,1,1,1,39247.93,0
4461,15645475,Davis,653,Germany,Female,87,10,206651.9,3,0,0,25975.93,1
4462,15660142,Jones,741,Spain,Male,53,3,15275.3,1,1,1,97021.28,1
4463,15685160,Garcia,377,France,Female,48,3,214855.1,2,1,0,73036.57,0
4464,15626564,Williams,685,Spain,Female,44,9,190387.58,4,1,1,161460.27,0
4465,15622412,Smith,615,France,Male,83,4,121553.19,2,0,1,74057.49,0
4466,15693526,Rodriguez,401,Germany,Female,62,1,119081.1,1,0,0,137266.77,0
4467,15651001,Rodriguez,492,France,Female,61,6,208699.21,3,0,0,116436.92,0
4468,15657649,Williams,481,France,Female,74,4,198390.49,3,0,1,123428.67,1
4469,15660957,Brown,695,Germany,Female,38,3,34699.21,4,0,0,107116.91,0
4470,15635517,Miller,556,Germany,Female,72,7,137298.86,1,1,0,35737.54,0
4471,15613156,Johnson,833,Spain,Female,32,1,242339.36,3,0,1,21786.44,0
4472,15623064,Williams,829,Germany,Male,51,0,183865.45,2,0,0,113340.7,0
4473,15625711,Garcia,411,Germany,Male,20,5,243244.57,3,0,1,133390.52,0
4474,15630106,Davis,712,Spain,Male,18,9,193999.37,4,0,0,147812.42,0
4475,15665458,Smith,835,France,Female,41,9,131165.36,3,0,0,147206.73,1
4476,15616589,Brown,481,France,Female,60,7,151225.67,1,0,0,150659.24,0
4477,15689272,Smith,390,France,Female,44,6,177353.35,2,0,0,13861.18,0
4478,15686511,Johnson,550,France,Male,26,8,182206.68,4,1,1,52464.6,0
4479,15607214,Davis,448,Germany,Male,34,0,186889.7,4,1,0,148622.33,0
4480,15696117,Garcia,660,France,Female,56,2,232564.84,3,1,0,33480.54,1
4481,15685731,Rodriguez,633,France,Female,72,8,77291.23,4,1,1,45450.35,0
4482,15627127,Johnson,706,France,Female,85,4,207368.14,3,1,1,135324.41,0
4483,15605141,Williams,396,Germany,Female,62,5,142420.43,2,1,0,163553.83,0
4484,15628884,Rodriguez,486,France,Female,45,10,221332.42,3,0,0,40871.5,0
4485,15690421,Rodriguez,479,France,Male,73,6,157773.44,4,1,0,114657.23,0
4486,15602708,Garcia,544,Germany,Male,46,2,233787.18,2,0,0,44455.42,1
4487,15618375,Williams,466,Spain,Female,46,6,106008.38,3,1,0,49632.21,0
4488,15615088,Jones,713,France,Male,86,2,24823.2,4,0,0,101575.26,0
4489,15657615,Johnson,781,Germany,Female,28,5,161215.83,4,1,0,138036.0,1
4490,15645046,Miller,418,France,Male,19,7,193647.35,1,1,1,119095.78,0
4491,15610014,Martinez,807,Spain,Female,85,6,172858.55,3,0,1,27560.36,0
4492,15664425,Davis,377,France,Female,27,4,181245.36,3,1,1,64256.6,1
4493,15603273,Garcia,684,Spain,Female,89,5,7220.15,3,1,1,188251.42,0
4494,15647135,Davis,363,Spain,Female,44,3,241230.93,2,0,1,129252.1,0
4495,15630881,Johnson,395,Spain,Male,52,1,66044.84,2,1,0,135043.4,0
4496,15697022,Williams,820,France,Female,67,6,103465.52,1,0,1,50117.63,0
4497,15678077,Miller,746,Germany,Female,91,3,104605.68,1,0,1,192064.52,0
4498,15608712,Martinez,365,France,Female,19,5,226688.89,1,1,1,49237.04,1
4499,15674704,Smith,827,Spain,Female,34,9,185949.91,4,1,0,57720.75,0
4500,15652874,Miller,773,Spain,Male,41,1,155051.61,4,1,0,106918.36,0
4501,15669087,Garcia,805,Spain,Male,74,1,29993.09,1,1,0,104234.79,0
4502,15612297,Davis,558,Germany,Male,88,5,80857.49,4,0,1,16199.29,0
4503,15627128,Miller,507,Germany,Female,33,7,122942.89,1,1,0,151318.03,0
4504,15668368,Brown,686,Germany,Male,53,0,28725.29,2,1,0,28326.27,0
4505,15694019,Williams,576,France,Female,62,9,142826.92,4,1,0,20266.71,0
4506,15687599,Williams,798,France,Male,27,6,53585.23,4,1,0,106360.74,1
4507,15688499,Brown,590,Germany,Male,80,5,206122.32,1,1,0,19167.09,0
4508,15678958,Rodriguez,407,Spain,Female,60,4,207234.68,3,0,0,48128.21,0
4509,15632920,Rodriguez,821,Germany,Male,68,9,149736.46,1,0,0,84280.18,0
4510,15611156,Johnson,653,Spain,Female,20,7,89875.41,4,1,0,124592.2,0
4511,15611108,Jones,654,Spain,Male,83,0,11138.79,4,0,0,158721.84,0
4512,15631845,Smith,694,Germany,Female,52,4,157247.13,1,1,1,65014.68,0
4513,15602800,Brown,479,France,Female,86,5,196146.52,1,0,1,99524.7,1
4514,15642712,Johnson,566,Germany,Female,53,3,197599.77,1,1,0,191275.69,1
4515,15602610,Davis,363,France,Female,66,9,121117.37,4,1,0,84140.79,0
4516,15677603,Brown,708,France,Male,18,10,35106.02,4,0,1,144833.05,1
4517,15633872,Jones,726,France,Female,59,9,16203.49,4,0,1,61559.06,0
4518,15610728,Brown,592,Spain,Male,58,1,13932.53,2,0,0,128410.7,0
4519,15695102,Jones,830,France,Female,90,7,62369.4,1,0,0,162898.74,0
4520,15695319,Jones,494,Germany,Female,74,4,35371.15,2,1,1,183702.68,1
4521,15620583,Jones,728,Spain,Female,37,9,42216.77,1,0,1,188128.89,0
4522,15685774,Williams,764,Germany,Female,31,5,174748.2,2,0,1,67386.32,0
4523,15607263,Miller,743,Germany,Male,69,8,44876.81,1,1,0,48167.38,0
4524,15667450,Williams,675,Germany,Male,71,1,173083.77,3,0,1,164667.37,0
4525,15689285,Johnson,452,France,Female,66,4,87902.38,2,0,1,129627.01,0
4526,15619456,Williams,566,France,Male,47,0,193694.64,4,1,0,88749.46,0
4527,15691118,Williams,707,Spain,Male,20,2,39763.57,4,0,1,16892.11,0
4528,15665942,Davis,770,France,Female,29,5,5841.43,2,0,0,68466.27,1
4529,15613689,Brown,413,Germany,Male,48,7,22304.9,1,1,0,31155.41,1
4530,15632934,Williams,507,Germany,Female,54,4,241536.97,2,1,0,103472.64,0
4531,15633276,Martinez,511,France,Female,44,3,134487.53,4,1,1,167205.87,0
4532,15619873,Jones,367,Spain,Male,41,4,151757.69,4,1,0,69393.01,0
4533,15613050,Brown,565,Spain,Male,58,3,241751.45,4,0,1,77942.95,0
4534,15666216,Rodriguez,668,France,Female,81,1,194001.49,2,0,1,158805.53,0
4535,15684444,Davis,398,Spain,Female,28,0,28163.09,2,1,1,96655.16,0
4536,15684040,Miller,405,Germany,Female,90,7,105443.15,3,1,1,136955.67,1
4537,15621644,Davis,696,France,Male,33,0,205348.25,1,0,0,45838.77,0
4538,15662021,Jones,407,Germany,Female,31,1,166248.39,3,0,0,57678.88,0
4539,15637125,Brown,504,France,Female,64,4,53936.0,4,0,1,130647.0,1
4540,15666899,Miller,404,Germany,Female,47,7,201426.88,3,1,0,31269.52,1
4541,15642291,Smith,836,France,Female,41,9,139708.7,4,1,0,43301.15,0
4542,15635060,Garcia,690,Germany,Female,30,2,197079.37,1,1,1,70346.98,0
4543,15601538,Davis,368,Germany,Male,26,10,156616.26,3,1,0,44287.37,1
4544,15636176,Miller,836,Spain,Male,66,10,115718.46,4,1,0,195335.54,0
4545,15641520,Johnson,500,Germany,Male,43,8,182127.79,3,1,1,58665.36,1
4546,15625675,Miller,708,France,Male,66,5,216411.71,2,1,1,191373.15,1
4547,15618287,Garcia,717,Spain,Male,59,10,116391.32,2,1,0,170811.67,0
4548,15600174,Jones,457,Germany,Female,62,2,7446.93,1,1,0,73196.88,0
4549,15692268,Brown,396,Germany,Male,38,9,148306.22,1,0,1,114272.4,0
4550,15634998,Smith,556,France,Female,46,6,22584.13,3,0,1,74213.4,1
4551,15653312,Johnson,712,Spain,Male,41,6,81131.0,1,0,0,143589.95,0
4552,15612112,Miller,799,Spain,Male,59,6,137445.48,1,1,0,78790.1,0
4553,15675225,Martinez,832,Spain,Female,88,3,86318.16,2,0,1,98601.95,0
4554,15644814,Williams,784,Spain,Male,58,5,70232.84,3,1,1,146581.05,0
4555,15685091,Jones,689,France,Male,65,2,5027.84,2,1,1,89123.86,0
4556,15650719,Davis,761,Spain,Female,60,3,67317.54,2,0,1,140977.06,0
4557,15633919,Davis,477,France,Male,25,2,96199.59,2,0,1,80343.02,1
4558,15673155,Garcia,534,France,Male,80,2,72563.43,3,0,1,85879.57,0
4559,15671569,Jones,407,Germany,Male,80,0,157104.68,3,0,0,71059.58,1
4560,15641328,Johnson,492,Germany,Female,23,4,166452.69,3,1,0,197992.3,0
4561,15670482,Rodriguez,749,France,Male,91,2,194975.85,2,0,0,105931.36,0
4562,15624618,Smith,446,France,Male,69,0,46476.26,1,1,1,52180.0,0
4563,15634675,Johnson,396,France,Female,38,8,154731.76,3,1,1,117756.35,0
4564,15618919,Smith,540,France,Male,31,10,107514.9,1,1,1,99113.23,0
4565,15604173,Brown,489,France,Female,75,3,80720.78,2,0,0,157988.51,0
4566,15626400,Brown,452,France,Female,42,8,120693.67,4,1,0,187796.18,0
4567,15650445,Jones,580,France,Female,73,1,120323.63,3,1,1,31039.67,1
4568,15670305,Jones,776,Spain,Female,26,1,159842.61,1,1,1,196429.2,0
4569,15637564,Davis,689,Spain,Male,53,3,139804.59,3,1,1,41332.71,1
4570,15645814,Williams,762,France,Male,74,3,157818.61,2,1,0,61928.15,0
4571,15679747,Garcia,840,Spain,Female,22,4,245123.58,3,1,1,157319.58,0
4572,15688791,Williams,398,Germany,Male,24,10,202616.28,2,1,1,39535.79,0
4573,15627962,Johnson,736,France,Male,23,0,73014.55,4,1,1,165324.58,1
4574,15684892,Davis,461,France,Male,69,4,133371.64,2,1,1,137963.03,0
4575,15685842,Smith,802,France,Female,91,9,57340.25,4,0,0,163005.32,0
4576,15670533,Rodriguez,665,France,Male,87,1,129721.99,4,0,1,117052.03,0
4577,15656184,Miller,671,France,Female,72,4,178020.59,4,0,1,196987.6,0
4578,15682912,Martinez,436,Germany,Female,31,9,16442.71,1,1,0,122658.09,0
4579,15610578,Brown,731,Germany,Male,18,9,34356.09,2,1,1,85153.5,0
4580,15618624,Williams,823,Spain,Male,90,5,1827.66,4,1,0,193624.28,0
4581,15639194,Garcia,631,France,Female,54,2,94666.91,2,0,1,23990.92,0
4582,15600389,Rodriguez,676,Germany,Female,66,3,191828.82,3,0,1,107782.46,1
4583,15699303,Rodriguez,601,Germany,Female,29,4,112378.96,2,0,0,130095.97,0
4584,15667391,Brown,423,Spain,Male,22,5,142695.74,2,0,1,75629.36,0
4585,15613794,Martinez,802,France,Female,87,8,147467.67,2,1,0,27482.3,0
4586,15658002,Jones,396,Spain,Male,28,8,22385.14,2,1,0,87908.06,0
4587,15635531,Rodriguez,425,Spain,Male,70,5,43614.29,1,0,0,164010.18,1
4588,15652815,Johnson,445,Germany,Male,72,0,228803.56,4,1,0,118519.73,0
4589,15604986,Johnson,775,Germany,Male,91,5,114677.75,4,0,1,153997.08,0
4590,15632298,Jones,380,France,Female,67,9,104653.15,4,1,1,146358.23,0
4591,15601481,Smith,371,Spain,Female,70,2,187746.62,3,1,1,64445.96,0
4592,15656408,Davis,366,France,Female,72,4,11298.3,3,0,0,58168.94,0
4593,15669267,Jones,561,Germany,Female,20,4,210195.34,2,1,0,160288.49,0
4594,15616835,Martinez,497,France,Female,33,9,167608.83,1,0,0,42330.97,0
4595,15627798,Johnson,584,France,Female,62,3,36230.99,1,0,0,117410.99,0
4596,15691649,Rodriguez,741,Germany,Female,53,2,16231.07,2,0,0,191720.07,0
4597,15664887,Johnson,844,Spain,Male,36,0,722.13,2,0,0,109840.78,0
4598,15619477,Miller,703,France,Female,21,6,73538.2,4,1,0,163273.27,0
4599,15617266,Davis,654,Spain,Male,76,7,81200.01,3,1,0,58666.21,0
4600,15686328,Garcia,436,Germany,Male,29,4,44201.79,3,0,0,21024.46,0
4601,15685988,Miller,387,France,Female,80,7,71772.55,3,1,0,76168.59,0
4602,15643526,Smith,402,France,Female,73,3,140509.45,3,1,0,119235.23,1
4603,15611889,Brown,377,Germany,Female,44,7,28214.83,2,0,0,131585.79,0
4604,15624335,Miller,426,France,Female,85,2,50284.77,2,0,1,111873.48,0
4605,15611254,Smith,762,France,Male,41,7,140497.6,3,0,1,92254.79,1
4606,15686610,Smith,549,France,Male,43,5,176118.24,4,1,0,197225.32,1
4607,15611442,Garcia,744,France,Male,39,8,232817.69,4,1,1,140815.72,1
4608,15646289,Brown,780,Germany,Male,87,4,127638.51,4,0,1,191224.43,0
4609,15653747,Williams,522,France,Female,36,0,28306.06,3,0,1,43548.07,0
4610,15637327,Jones,623,France,Male,51,7,147882.06,4,1,1,199913.45,0
4611,15616199,Rodriguez,399,France,Male,28,10,248840.84,2,0,1,143570.93,0
4612,15672827,Martinez,694,France,Female,62,2,220766.13,3,0,0,194669.79,0
4613,15600112,Martinez,526,France,Female,54,10,195040.66,4,1,1,125138.49,0
4614,15687051,Martinez,755,Germany,Female,40,4,183649.02,2,1,0,39261.33,1
4615,15619581,Williams,650,Germany,Male,57,1,188888.89,3,0,0,76134.66,0
4616,15659722,Jones,794,France,Female,60,6,22677.16,2,0,1,20069.7,0
4617,15692036,Martinez,576,France,Female,21,4,130044.77,4,1,0,38775.53,0
4618,15697562,Jones,476,France,Male,32,6,172394.97,1,0,1,199696.34,1
4619,15616523,Rodriguez,698,France,Female,40,6,18180.56,4,0,0,184009.53,0
4620,15666960,Martinez,370,Germany,Male,29,4,228689.43,2,0,0,181344.11,0
4621,15619552,Brown,548,France,Female,85,4,31921.91,1,0,0,10386.52,0
4622,15610808,Smith,538,France,Female,85,8,22048.95,1,0,1,95603.32,0
4623,15672525,Martinez,681,Spain,Female,69,2,30860.8,3,0,1,158582.7,1
4624,15623620,Jones,769,France,Female,58,7,105808.93,1,1,1,53056.28,0
4625,15600887,Smith,501,Germany,Male,76,0,135793.94,3,0,0,89814.48,0
4626,15631802,Garcia,509,Germany,Male,75,3,23684.74,1,1,1,48933.66,0
4627,15685024,Martinez,696,France,Male,76,1,196496.15,1,1,0,141608.08,0
4628,15695549,Martinez,829,Germany,Female,89,2,50040.23,3,0,0,143765.51,0
4629,15681938,Miller,792,Germany,Male,40,10,140116.1,2,0,1,63716.85,0
4630,15686741,Smith,445,France,Male,18,5,122780.75,3,1,0,100685.58,0
4631,15626049,Martinez,701,Germany,Female,73,3,226408.89,1,1,1,95824.35,0
4632,15677789,Brown,823,Spain,Male,21,0,223325.87,4,0,1,157816.03,0
4633,15684526,Rodriguez,424,Spain,Male,46,4,59603.03,3,0,0,138282.74,0
4634,15607846,Smith,715,Germany,Male,34,2,134606.27,3,0,1,22962.06,0
4635,15690563,Rodriguez,431,Spain,Female,66,1,246350.03,1,1,1,38702.3,1
4636,15646220,Davis,477,France,Male,68,3,82961.81,1,0,1,169593.54,0
4637,15646163,Jones,708,Germany,Female,66,3,18417.32,4,0,0,193455.14,1
4638,15603765,Garcia,482,France,Female,41,2,179508.11,1,0,0,130912.61,0
4639,15681486,Miller,749,France,Male,61,4,125798.45,3,1,0,79306.4,1
4640,15645270,Brown,488,Germany,Male,58,4,234908.22,3,1,0,52005.63,0
4641,15675277,Garcia,595,Germany,Male,74,7,143799.95,3,1,0,151276.18,0
4642,15688278,Miller,640,France,Female,73,9,127874.11,2,0,1,131295.79,0
4643,15690239,Garcia,461,Germany,Male,49,6,228711.72,3,0,1,182690.71,0
4644,15622931,Garcia,552,France,Female,48,10,95095.88,2,0,1,181595.07,0
